name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,NT1,NT3,NT2,NaP3,NaP2,NaP1
SAUSA300_RS05110,SAUSA300_RS05110,151.7,109,42.7,0.391,-1.4,6.7e-06,7.7e-03,0,0,114,92,121,56,34,38
SAUSA300_RS08360,SAUSA300_RS08360,2089.7,761.3,1328.3,1.745,0.8,6.9e-06,7.9e-03,0,0,815,823,646,1196,1282,1507
SAUSA300_RS13080,SAUSA300_RS13080,22.3,21,1.3,0.061,-4,7.0e-06,8.0e-03,0,0,34,15,14,0,2,2
SAUSA300_RS11570,SAUSA300_RS11570,147.7,106.7,41,0.385,-1.4,7.1e-06,8.1e-03,0,0,138,92,90,48,41,34
SAUSA300_RS11155,SAUSA300_RS11155,310.3,98.7,211.7,2.147,1.1,7.2e-06,8.2e-03,0,0,119,85,92,228,240,167
SAUSA300_RS12045,SAUSA300_RS12045,569,367.7,201.3,0.548,-0.9,7.3e-06,8.3e-03,0,0,347,358,398,216,196,192
SAUSA300_RS07060,SAUSA300_RS07060,517,177.3,339.7,1.915,0.9,7.4e-06,8.4e-03,1e-04,0,174,210,148,332,314,373
SAUSA300_RS05790,SAUSA300_RS05790,199.7,151,48.7,0.323,-1.6,7.5e-06,8.6e-03,1e-04,0,160,90,203,72,51,23
SAUSA300_RS14105,SAUSA300_RS14105,2045.7,1286.3,759.3,0.59,-0.8,7.8e-06,8.8e-03,1e-04,0,1434,1194,1231,737,823,718
SAUSA300_RS03650,SAUSA300_RS03650,77,15.7,61.3,4.016,2,7.8e-06,8.9e-03,1e-04,0,15,27,5,58,69,57
SAUSA300_RS08050,SAUSA300_RS08050,113.7,28.7,85,2.908,1.5,8.3e-06,9.4e-03,1e-04,0,31,19,36,95,92,68
SAUSA300_RS01770,SAUSA300_RS01770,73.7,58.3,15.3,0.267,-1.9,8.4e-06,9.5e-03,1e-04,0,46,85,44,10,18,18
SAUSA300_RS11160,SAUSA300_RS11160,89.3,21.7,67.7,3.058,1.6,8.4e-06,9.5e-03,1e-04,0,18,19,28,63,72,68
SAUSA300_RS11430,SAUSA300_RS11430,945,599.3,345.7,0.577,-0.8,9.1e-06,1.0e-02,1e-04,0,542,618,638,354,339,344
SAUSA300_RS10505,SAUSA300_RS10505,25.3,23,2.3,0.092,-3.4,9.4e-06,1.1e-02,1e-04,0,21,18,30,0,4,3
SAUSA300_RS11050,SAUSA300_RS11050,203.7,145.3,58.3,0.401,-1.3,9.5e-06,1.1e-02,1e-04,0,199,93,144,64,60,51
SAUSA300_RS07485,SAUSA300_RS07485,2184.7,789,1395.7,1.77,0.8,1.0e-05,1.1e-02,1e-04,0,671,1011,685,1449,1364,1374
SAUSA300_RS12050,SAUSA300_RS12050,964,610.7,353.3,0.579,-0.8,1.1e-05,1.2e-02,1e-04,0,654,569,609,383,347,330
SAUSA300_RS08155,SAUSA300_RS08155,94.3,23.3,71,3.06,1.6,1.3e-05,1.4e-02,1e-04,0,23,21,26,93,65,55
SAUSA300_RS09790,SAUSA300_RS09790,569,365,204,0.559,-0.8,1.3e-05,1.5e-02,1e-04,0,327,371,397,204,216,192
SAUSA300_RS06705,SAUSA300_RS06705,37,5.3,31.7,5.538,2.5,1.3e-05,1.5e-02,1e-04,0,2,7,7,31,31,33
SAUSA300_RS07255,SAUSA300_RS07255,18.7,17.3,1.3,0.072,-3.8,1.6e-05,1.8e-02,1e-04,0,13,17,22,2,0,2
SAUSA300_RS15735,SAUSA300_RS15735,637.7,418.7,219,0.523,-0.9,1.6e-05,1.8e-02,1e-04,0,324,485,447,273,188,196
SAUSA300_RS08720,SAUSA300_RS08720,133,97,36,0.375,-1.4,1.7e-05,1.9e-02,1e-04,0,140,75,76,34,35,39
SAUSA300_RS11820,SAUSA300_RS11820,495,175.3,319.7,1.822,0.9,1.7e-05,1.9e-02,1e-04,0,157,200,169,294,345,320
SAUSA300_RS06200,SAUSA300_RS06200,80,18.7,61.3,3.275,1.7,1.7e-05,1.9e-02,1e-04,0,18,24,14,51,52,81
SAUSA300_RS00080,SAUSA300_RS00080,196.7,61,135.7,2.218,1.1,1.8e-05,2.0e-02,1e-04,0,58,74,51,137,154,116
SAUSA300_RS01645,SAUSA300_RS01645,220.3,67,153.3,2.281,1.2,1.8e-05,2.0e-02,1e-04,0,46,97,58,153,148,159
SAUSA300_RS00895,SAUSA300_RS00895,481.7,314,167.7,0.535,-0.9,1.9e-05,2.1e-02,1e-04,0,277,371,294,160,145,198
SAUSA300_RS06660,SAUSA300_RS06660,41.3,35,6.3,0.182,-2.5,2.0e-05,2.2e-02,1e-04,0,40,42,23,2,12,5
SAUSA300_RS02730,SAUSA300_RS02730,522.3,184.3,338,1.835,0.9,2.1e-05,2.4e-02,1e-04,0,214,165,174,304,315,395
SAUSA300_RS03700,SAUSA300_RS03700,197,134,63,0.472,-1.1,2.1e-05,2.4e-02,1e-04,0,130,133,139,58,55,76
SAUSA300_RS06210,SAUSA300_RS06210,352,118.7,233.3,1.967,1,2.2e-05,2.4e-02,1e-04,0,103,153,100,206,254,240
SAUSA300_RS02340,SAUSA300_RS02340,143.7,101.3,42.3,0.419,-1.3,2.3e-05,2.5e-02,1e-04,0,103,90,111,29,49,49
SAUSA300_RS06325,SAUSA300_RS06325,359.3,124.3,235,1.887,0.9,2.3e-05,2.6e-02,1e-04,0,121,116,136,273,221,211
SAUSA300_RS06595,SAUSA300_RS06595,113.3,27.7,85.7,3.061,1.6,2.4e-05,2.6e-02,1e-04,0,10,29,44,100,77,80
SAUSA300_RS10460,SAUSA300_RS10460,37.3,6.3,31,4.812,2.3,2.5e-05,2.7e-02,1e-04,0,5,7,7,30,28,35
SAUSA300_RS12105,SAUSA300_RS12105,107,79.7,27.3,0.344,-1.5,2.5e-05,2.7e-02,1e-04,0,57,119,63,23,34,25
SAUSA300_RS10900,SAUSA300_RS10900,319.7,110.3,209.3,1.893,0.9,3.0e-05,3.3e-02,2e-04,0,103,109,119,238,206,184
SAUSA300_RS05185,SAUSA300_RS05185,80.7,60,20.7,0.344,-1.5,3.0e-05,3.3e-02,2e-04,0,70,41,69,21,23,18
SAUSA300_RS00515,SAUSA300_RS00515,23.3,20.7,2.7,0.116,-3.1,3.3e-05,3.6e-02,2e-04,0,31,19,12,2,4,2
SAUSA300_RS11835,SAUSA300_RS11835,80,19.7,60.3,3.08,1.6,3.4e-05,3.8e-02,2e-04,0,16,24,19,78,60,43
SAUSA300_RS01760,SAUSA300_RS01760,29,25,4,0.178,-2.5,3.4e-05,3.8e-02,2e-04,0,27,29,19,5,4,3
SAUSA300_RS09275,SAUSA300_RS09275,197,63,134,2.128,1.1,3.5e-05,3.8e-02,2e-04,0,58,76,55,144,112,146
SAUSA300_RS04045,SAUSA300_RS04045,1181.7,732.7,449,0.613,-0.7,3.5e-05,3.8e-02,2e-04,0,771,697,730,484,408,455
SAUSA300_RS05825,SAUSA300_RS05825,53.3,10.3,43,4.102,2,3.5e-05,3.8e-02,2e-04,0,5,17,9,58,35,36
SAUSA300_RS01750,SAUSA300_RS01750,268.7,180,88.7,0.491,-1,3.7e-05,4.1e-02,2e-04,0,223,143,174,79,110,77
SAUSA300_RS11900,SAUSA300_RS11900,44.7,8,36.7,4.563,2.2,3.9e-05,4.3e-02,2e-04,0,7,10,7,41,21,48
SAUSA300_RS14135,SAUSA300_RS14135,28,3.3,24.7,7.46,2.9,4.3e-05,4.7e-02,2e-04,0,0,5,5,19,25,30
SAUSA300_RS02975,SAUSA300_RS02975,53.7,11,42.7,3.953,2,4.3e-05,4.7e-02,2e-04,0,21,7,5,39,49,40
SAUSA300_RS13660,SAUSA300_RS13660,104.3,27.7,76.7,2.726,1.4,4.4e-05,4.8e-02,2e-04,0,36,19,28,64,101,65
SAUSA300_RS14170,SAUSA300_RS14170,65,48.3,16.7,0.343,-1.5,4.6e-05,5.0e-02,3e-04,0,48,42,55,15,19,16
SAUSA300_RS12055,SAUSA300_RS12055,200,134,66,0.494,-1,4.7e-05,5.1e-02,3e-04,0,142,126,134,80,59,59
SAUSA300_RS02380,SAUSA300_RS02380,617.7,230.3,387.3,1.68,0.7,4.7e-05,5.1e-02,3e-04,0,218,228,245,385,366,411
SAUSA300_RS01980,SAUSA300_RS01980,4639,2979.7,1659.3,0.557,-0.8,4.7e-05,5.1e-02,3e-04,0,3704,1929,3306,1905,1703,1370
SAUSA300_RS06260,SAUSA300_RS06260,317.3,112,205.3,1.836,0.9,4.8e-05,5.2e-02,3e-04,0,122,112,102,199,191,226
SAUSA300_RS12025,SAUSA300_RS12025,258.7,169.7,89,0.523,-0.9,4.9e-05,5.3e-02,3e-04,0,180,167,162,91,102,74
SAUSA300_RS03235,SAUSA300_RS03235,1828.3,1162.7,665.7,0.573,-0.8,5.0e-05,5.4e-02,3e-04,0,1304,832,1352,735,718,544
SAUSA300_RS08365,SAUSA300_RS08365,821.3,281.7,539.7,1.919,0.9,5.1e-05,5.5e-02,3e-04,0,212,392,241,517,428,674
SAUSA300_RS14090,SAUSA300_RS14090,62.3,47,15.3,0.33,-1.6,5.1e-05,5.5e-02,3e-04,0,51,53,37,19,12,15
SAUSA300_RS02850,SAUSA300_RS02850,3217,1959.7,1257.3,0.642,-0.6,5.1e-05,5.5e-02,3e-04,0,2006,1797,2076,1230,1388,1154
SAUSA300_RS08165,SAUSA300_RS08165,123,34.7,88.3,2.516,1.3,5.2e-05,5.6e-02,3e-04,0,35,19,50,83,84,98
SAUSA300_RS12030,SAUSA300_RS12030,491,316,175,0.555,-0.9,5.2e-05,5.6e-02,3e-04,0,263,395,290,194,178,153
SAUSA300_RS08680,SAUSA300_RS08680,191.3,63,128.3,2.036,1,5.4e-05,5.9e-02,3e-04,0,70,56,63,116,127,142
SAUSA300_RS04635,SAUSA300_RS04635,127.3,88,39.3,0.451,-1.2,5.4e-05,5.9e-02,3e-04,0,92,95,77,41,37,40
SAUSA300_RS05400,SAUSA300_RS05400,1089,408.3,680.7,1.667,0.7,5.7e-05,6.2e-02,3e-04,0,384,492,349,751,648,643
SAUSA300_RS06820,SAUSA300_RS06820,86.7,23,63.7,2.739,1.5,5.8e-05,6.2e-02,3e-04,0,24,29,16,72,69,50
SAUSA300_RS04610,SAUSA300_RS04610,52,10.3,41.7,4.134,2,5.9e-05,6.3e-02,3e-04,0,5,15,11,47,54,24
SAUSA300_RS13385,SAUSA300_RS13385,618,401.7,216.3,0.537,-0.9,7.4e-05,8.0e-02,4e-04,0,491,261,453,201,253,195
SAUSA300_RS14030,SAUSA300_RS14030,41.3,6.7,34.7,5.04,2.3,7.6e-05,8.1e-02,4e-04,0,0,6,14,27,41,36
SAUSA300_RS13785,SAUSA300_RS13785,46.3,36,10.3,0.289,-1.8,7.9e-05,8.5e-02,4e-04,0,42,32,34,9,8,14
SAUSA300_RS02825,SAUSA300_RS02825,692.7,429.7,263,0.613,-0.7,8.4e-05,8.9e-02,4e-04,0,429,404,456,292,250,247
SAUSA300_RS12695,SAUSA300_RS12695,37,29.7,7.3,0.255,-2,8.6e-05,9.1e-02,4e-04,0,27,32,30,5,7,10
SAUSA300_RS12890,SAUSA300_RS12890,259,89,170,1.907,0.9,8.8e-05,9.3e-02,4e-04,0,80,104,83,196,140,174
SAUSA300_RS12575,SAUSA300_RS12575,683.3,424,259.3,0.611,-0.7,9.3e-05,9.9e-02,5e-04,0,436,412,424,244,300,234
SAUSA300_RS08890,SAUSA300_RS08890,29,24.3,4.7,0.207,-2.3,1.0e-04,1.1e-01,5e-04,0,23,32,18,4,5,5
SAUSA300_RS11605,SAUSA300_RS11605,1779,1087.3,691.7,0.636,-0.7,1.0e-04,1.1e-01,5e-04,0,1273,949,1040,713,717,645
SAUSA300_RS01350,SAUSA300_RS01350,267.3,173,94.3,0.548,-0.9,1.1e-04,1.1e-01,5e-04,0,150,196,173,106,88,89
SAUSA300_RS04445,SAUSA300_RS04445,139.3,43.7,95.7,2.175,1.1,1.1e-04,1.2e-01,5e-04,0,50,30,51,96,87,104
SAUSA300_RS05795,SAUSA300_RS05795,277.3,188.3,89,0.474,-1.1,1.1e-04,1.2e-01,6e-04,0,196,176,193,134,48,85
SAUSA300_RS11215,SAUSA300_RS11215,212.7,72.3,140.3,1.942,1,1.2e-04,1.3e-01,6e-04,0,76,84,57,150,150,121
SAUSA300_RS09475,SAUSA300_RS09475,34.7,28,6.7,0.249,-2,1.2e-04,1.3e-01,6e-04,0,29,32,23,10,5,5
SAUSA300_RS12515,SAUSA300_RS12515,160.7,52,108.7,2.087,1.1,1.3e-04,1.3e-01,6e-04,0,56,56,44,94,135,97
SAUSA300_RS06390,SAUSA300_RS06390,69,50.7,18.3,0.368,-1.4,1.3e-04,1.4e-01,6e-04,0,59,58,35,15,20,20
SAUSA300_RS12165,SAUSA300_RS12165,165.3,109.7,55.7,0.507,-1,1.4e-04,1.5e-01,7e-04,0,93,112,124,56,52,59
SAUSA300_RS02075,SAUSA300_RS02075,160.7,107.7,53,0.489,-1,1.7e-04,1.8e-01,8e-04,0,110,82,131,50,64,45
SAUSA300_RS11500,SAUSA300_RS11500,243,156.3,86.7,0.555,-0.8,1.8e-04,1.9e-01,8e-04,0,132,175,162,82,90,88
SAUSA300_RS06290,SAUSA300_RS06290,302,111,191,1.722,0.8,1.8e-04,1.9e-01,8e-04,0,113,108,112,184,181,208
SAUSA300_RS04015,SAUSA300_RS04015,16.7,1.3,15.3,9.056,3.2,1.8e-04,1.9e-01,8e-04,0,2,0,2,13,15,18
SAUSA300_RS11040,SAUSA300_RS11040,130.3,91.3,39,0.426,-1.2,1.8e-04,1.9e-01,8e-04,0,115,52,107,38,49,30
SAUSA300_RS11315,SAUSA300_RS11315,96.3,68.7,27.7,0.411,-1.3,1.9e-04,2.0e-01,9e-04,0,62,84,60,28,17,38
SAUSA300_RS15620,SAUSA300_RS15620,62.7,46,16.7,0.361,-1.5,2.0e-04,2.1e-01,9e-04,0,36,39,63,21,14,15
SAUSA300_RS14085,SAUSA300_RS14085,70,50.3,19.7,0.395,-1.3,2.0e-04,2.1e-01,9e-04,0,56,46,49,15,26,18
SAUSA300_RS03595,SAUSA300_RS03595,156.7,51.3,105.3,2.061,1,2.0e-04,2.1e-01,9e-04,0,47,61,46,119,79,118
SAUSA300_RS12770,SAUSA300_RS12770,24.7,2.7,22,7.605,2.9,2.1e-04,2.2e-01,0.001,0,0,0,8,25,21,20
SAUSA300_RS04475,SAUSA300_RS04475,160,54,106,1.972,1,2.2e-04,2.3e-01,0.001,0,61,52,49,96,97,125
SAUSA300_RS06980,SAUSA300_RS06980,146,44.7,101.3,2.266,1.2,2.3e-04,2.4e-01,0.001,0,70,22,42,94,111,99
SAUSA300_RS08790,SAUSA300_RS08790,190.7,66,124.7,1.879,0.9,2.5e-04,2.6e-01,0.0011,0,77,65,56,134,129,111
SAUSA300_RS11440,SAUSA300_RS11440,165.3,109.3,56,0.512,-1,2.5e-04,2.7e-01,0.0012,0,119,121,88,64,45,59
SAUSA300_RS11225,SAUSA300_RS11225,20.7,2.7,18,6.227,2.6,2.5e-04,2.7e-01,0.0012,0,1,2,5,24,15,15
SAUSA300_RS04640,SAUSA300_RS04640,655.7,255,400.7,1.573,0.7,2.7e-04,2.8e-01,0.0012,0,266,279,220,387,393,422
SAUSA300_RS12150,SAUSA300_RS12150,189,124,65,0.525,-0.9,2.9e-04,3.0e-01,0.0013,0,105,124,143,80,65,50
SAUSA300_RS01135,SAUSA300_RS01135,73.7,20.3,53.3,2.682,1.4,3.0e-04,3.1e-01,0.0014,0,16,33,12,51,44,65
SAUSA300_RS08045,SAUSA300_RS08045,103.7,32,71.7,2.215,1.1,3.1e-04,3.2e-01,0.0014,0,36,25,35,80,80,55
SAUSA300_RS09395,SAUSA300_RS09395,96.7,28.7,68,2.357,1.2,3.2e-04,3.4e-01,0.0015,0,36,22,28,91,59,54
SAUSA300_RS09470,SAUSA300_RS09470,764.3,460.7,303.7,0.66,-0.6,3.5e-04,3.6e-01,0.0016,0,452,456,474,295,315,301
SAUSA300_RS06485,SAUSA300_RS06485,379.3,143.7,235.7,1.641,0.7,3.8e-04,3.9e-01,0.0017,1,153,124,154,251,205,251
SAUSA300_RS01490,SAUSA300_RS01490,542,369.7,172.3,0.465,-1.1,4.0e-04,4.1e-01,0.0018,1,375,150,584,211,172,134
SAUSA300_RS08960,SAUSA300_RS08960,209,72.7,136.3,1.88,0.9,4.0e-04,4.2e-01,0.0018,1,58,78,82,113,120,176
SAUSA300_RS08300,SAUSA300_RS08300,198,70.3,127.7,1.817,0.9,4.2e-04,4.4e-01,0.0019,1,69,68,74,124,152,107
SAUSA300_RS06090,SAUSA300_RS06090,282.3,178.3,104,0.583,-0.8,4.3e-04,4.4e-01,0.0019,1,215,142,178,112,95,105
SAUSA300_RS09830,SAUSA300_RS09830,24,3.7,20.3,4.906,2.3,4.3e-04,4.5e-01,0.0019,1,7,2,2,19,26,16
SAUSA300_RS03380,SAUSA300_RS03380,141.7,48.7,93,1.914,0.9,4.4e-04,4.5e-01,0.0019,1,51,46,49,98,81,100
SAUSA300_RS02065,SAUSA300_RS02065,88,60.7,27.3,0.443,-1.2,4.4e-04,4.5e-01,0.0019,1,57,47,78,27,33,22
SAUSA300_RS13870,SAUSA300_RS13870,93.7,29.7,64,2.159,1.1,4.5e-04,4.6e-01,0.002,1,24,32,33,56,68,68
SAUSA300_RS00920,SAUSA300_RS00920,54,40.3,13.7,0.343,-1.5,4.6e-04,4.8e-01,0.002,1,39,36,46,4,19,18
SAUSA300_RS03625,SAUSA300_RS03625,190.7,67.7,123,1.812,0.9,4.7e-04,4.8e-01,0.002,1,62,58,83,130,124,115
SAUSA300_RS06135,SAUSA300_RS06135,183.7,127.7,56,0.441,-1.2,4.8e-04,5.0e-01,0.0021,1,189,51,143,53,65,50
SAUSA300_RS03905,SAUSA300_RS03905,44,10.3,33.7,3.233,1.7,4.9e-04,5.0e-01,0.0021,1,2,15,14,38,34,29
SAUSA300_RS06630,SAUSA300_RS06630,100.7,31,69.7,2.229,1.2,5.0e-04,5.1e-01,0.0022,1,27,24,42,72,85,52
SAUSA300_RS07165,SAUSA300_RS07165,399.3,245.3,154,0.63,-0.7,5.1e-04,5.2e-01,0.0022,1,277,239,220,162,148,152
SAUSA300_RS04795,SAUSA300_RS04795,207,75,132,1.754,0.8,5.2e-04,5.3e-01,0.0022,1,71,84,70,146,125,125
SAUSA300_RS00560,SAUSA300_RS00560,66.3,47.7,18.7,0.393,-1.3,5.3e-04,5.4e-01,0.0022,1,62,44,37,10,23,23
SAUSA300_RS08170,SAUSA300_RS08170,47.3,11.3,36,3.206,1.7,5.3e-04,5.4e-01,0.0022,1,8,15,11,19,46,43
SAUSA300_RS05965,SAUSA300_RS05965,92.3,29.7,62.7,2.119,1.1,5.3e-04,5.4e-01,0.0022,1,34,29,26,60,67,61
SAUSA300_RS05800,SAUSA300_RS05800,41.3,10.3,31,2.987,1.6,5.4e-04,5.5e-01,0.0023,1,10,12,9,34,34,25
SAUSA300_RS03630,SAUSA300_RS03630,357.7,137.7,220,1.6,0.7,5.5e-04,5.6e-01,0.0023,1,130,154,129,225,223,212
SAUSA300_RS02845,SAUSA300_RS02845,5422.7,3171,2251.7,0.71,-0.5,5.7e-04,5.8e-01,0.0024,1,3180,3151,3182,2463,2230,2062
SAUSA300_RS00735,SAUSA300_RS00735,186.7,66,120.7,1.833,0.9,5.7e-04,5.8e-01,0.0024,1,73,61,64,150,101,111
SAUSA300_RS13260,SAUSA300_RS13260,33.7,6.7,27,3.958,2,5.7e-04,5.8e-01,0.0024,1,2,5,13,39,19,23
SAUSA300_RS01055,SAUSA300_RS01055,33.3,25.7,7.7,0.295,-1.8,5.8e-04,5.9e-01,0.0024,1,35,23,19,7,9,7
SAUSA300_RS11425,SAUSA300_RS11425,159.7,105,54.7,0.521,-0.9,5.8e-04,5.9e-01,0.0024,1,134,99,82,68,49,47
SAUSA300_RS12470,SAUSA300_RS12470,180,117,63,0.539,-0.9,5.9e-04,6.0e-01,0.0024,1,85,130,136,62,54,73
SAUSA300_RS11335,SAUSA300_RS11335,712,427.3,284.7,0.666,-0.6,6.0e-04,6.1e-01,0.0025,1,435,390,457,266,296,292
SAUSA300_RS08620,SAUSA300_RS08620,379.3,140.7,238.7,1.694,0.8,6.2e-04,6.2e-01,0.0025,1,98,143,181,271,208,237
SAUSA300_RS01690,SAUSA300_RS01690,53.3,38.3,15,0.391,-1.4,6.2e-04,6.2e-01,0.0025,1,34,48,33,14,18,13
SAUSA300_RS12345,SAUSA300_RS12345,194.7,124,70.7,0.568,-0.8,6.3e-04,6.4e-01,0.0026,1,104,130,138,64,69,79
SAUSA300_RS04010,SAUSA300_RS04010,103.7,31.7,72,2.271,1.2,6.7e-04,6.8e-01,0.0027,1,40,34,21,79,92,45
SAUSA300_RS04050,SAUSA300_RS04050,1270,757.7,512.3,0.677,-0.6,6.8e-04,6.8e-01,0.0027,1,749,852,672,546,451,540
SAUSA300_RS14100,SAUSA300_RS14100,720.3,286,434.3,1.517,0.6,6.9e-04,6.9e-01,0.0028,1,291,242,325,462,443,398
SAUSA300_RS13680,SAUSA300_RS13680,77.7,23.7,54,2.252,1.2,7.0e-04,7.0e-01,0.0028,1,19,29,23,64,43,55
SAUSA300_RS09185,SAUSA300_RS09185,81.3,55.7,25.7,0.463,-1.1,7.2e-04,7.2e-01,0.0029,1,56,48,63,33,21,23
SAUSA300_RS04535,SAUSA300_RS04535,23.7,4,19.7,4.836,2.3,7.5e-04,7.5e-01,0.003,1,5,0,7,17,23,19
SAUSA300_RS05590,SAUSA300_RS05590,182.3,116.3,66,0.568,-0.8,7.7e-04,7.7e-01,0.0031,1,109,114,126,71,53,74
SAUSA300_RS11830,SAUSA300_RS11830,440.7,169.7,271,1.596,0.7,7.7e-04,7.7e-01,0.0031,1,174,202,133,306,248,259
SAUSA300_RS07315,SAUSA300_RS07315,793.3,474.3,319,0.672,-0.6,7.8e-04,7.8e-01,0.0031,1,448,445,530,350,306,301
SAUSA300_RS00340,SAUSA300_RS00340,423.3,261.7,161.7,0.618,-0.7,7.8e-04,7.8e-01,0.0031,1,314,240,231,146,201,138
SAUSA300_RS00990,SAUSA300_RS00990,78.7,53.7,25,0.464,-1.1,7.8e-04,7.8e-01,0.0031,1,58,59,44,21,29,25
SAUSA300_RS02790,SAUSA300_RS02790,87,27.3,59.7,2.161,1.1,8.0e-04,7.9e-01,0.0031,1,25,34,23,57,73,49
SAUSA300_RS11265,SAUSA300_RS11265,166,106.3,59.7,0.56,-0.8,8.1e-04,8.0e-01,0.0032,1,115,92,112,50,65,64
SAUSA300_RS01650,SAUSA300_RS01650,220,78,142,1.821,0.9,8.4e-04,8.3e-01,0.0033,1,87,96,51,110,156,160
SAUSA300_RS05840,SAUSA300_RS05840,44,11.7,32.3,2.755,1.5,9.0e-04,9.0e-01,0.0035,1,10,11,14,38,33,26
SAUSA300_RS14400,SAUSA300_RS14400,148,100,48,0.482,-1.1,9.1e-04,9.0e-01,0.0036,1,145,73,82,31,46,67
SAUSA300_RS04550,SAUSA300_RS04550,37.3,8.3,29,3.414,1.8,9.2e-04,9.1e-01,0.0036,1,5,5,15,37,18,32
SAUSA300_RS14330,SAUSA300_RS14330,386.3,239.7,146.7,0.612,-0.7,9.2e-04,9.1e-01,0.0036,1,289,200,230,124,186,130
SAUSA300_RS04720,SAUSA300_RS04720,19.3,3,16.3,4.875,2.3,9.2e-04,9.1e-01,0.0036,1,2,2,5,20,16,13
SAUSA300_RS13245,SAUSA300_RS13245,71.3,20.3,51,2.538,1.3,9.3e-04,9.2e-01,0.0036,1,17,33,11,57,34,62
SAUSA300_RS08355,SAUSA300_RS08355,1540.7,609.7,931,1.527,0.6,9.7e-04,9.5e-01,0.0037,1,493,789,547,909,800,1084
SAUSA300_RS14475,SAUSA300_RS14475,1782,1049.7,732.3,0.698,-0.5,1.0e-03,1.0e+00,0.0039,1,951,1216,982,689,772,736
SAUSA300_RS04790,SAUSA300_RS04790,48.7,13.7,35,2.56,1.4,1.0e-03,1.0e+00,0.004,1,15,17,9,38,34,33
SAUSA300_RS02860,SAUSA300_RS02860,465,182.7,282.3,1.544,0.6,1.0e-03,1.0e+00,0.004,1,155,211,182,248,306,293
SAUSA300_RS06480,SAUSA300_RS06480,49,13,36,2.728,1.4,1.1e-03,1.0e+00,0.004,1,12,6,21,42,37,29
SAUSA300_RS04020,SAUSA300_RS04020,43,11,32,2.924,1.5,1.1e-03,1.0e+00,0.004,1,6,16,11,27,26,43
SAUSA300_RS06055,SAUSA300_RS06055,59.7,17,42.7,2.55,1.4,1.1e-03,1.0e+00,0.0042,1,15,17,19,62,27,39
SAUSA300_RS13225,SAUSA300_RS13225,65.3,20,45.3,2.26,1.2,1.1e-03,1.0e+00,0.0042,1,22,17,21,37,47,52
SAUSA300_RS06195,SAUSA300_RS06195,94.3,30.7,63.7,2.068,1,1.2e-03,1.0e+00,0.0044,2,39,23,30,71,71,49
SAUSA300_RS13275,SAUSA300_RS13275,50.7,36.3,14.3,0.405,-1.3,1.2e-03,1.0e+00,0.0044,2,34,27,48,15,15,13
SAUSA300_RS07870,SAUSA300_RS07870,156.3,55.3,101,1.823,0.9,1.3e-03,1.0e+00,0.0047,2,70,47,49,121,82,100
SAUSA300_RS13050,SAUSA300_RS13050,25.7,4.7,21,4.334,2.1,1.3e-03,1.0e+00,0.0047,2,0,7,7,21,14,28
SAUSA300_RS01210,SAUSA300_RS01210,111.3,33.7,77.7,2.303,1.2,1.3e-03,1.0e+00,0.0047,2,51,15,35,76,109,48
SAUSA300_RS04730,SAUSA300_RS04730,451,177.7,273.3,1.536,0.6,1.3e-03,1.0e+00,0.0047,2,145,189,199,307,260,253
SAUSA300_RS08675,SAUSA300_RS08675,52.3,37.3,15,0.407,-1.3,1.3e-03,1.0e+00,0.0047,2,41,24,47,14,13,18
SAUSA300_RS08835,SAUSA300_RS08835,88.7,29.3,59.3,1.995,1,1.3e-03,1.0e+00,0.0047,2,31,29,28,60,64,54
SAUSA300_RS06990,SAUSA300_RS06990,39.3,10.3,29,2.792,1.5,1.4e-03,1.0e+00,0.005,2,15,7,9,25,27,35
SAUSA300_RS01260,SAUSA300_RS01260,49.7,35.3,14.3,0.398,-1.3,1.4e-03,1.0e+00,0.005,2,24,36,46,12,19,12
SAUSA300_RS00225,SAUSA300_RS00225,52,15,37,2.473,1.3,1.4e-03,1.0e+00,0.005,2,16,17,12,39,44,28
SAUSA300_RS09825,SAUSA300_RS09825,67.7,21.3,46.3,2.187,1.1,1.4e-03,1.0e+00,0.0051,2,27,16,21,51,45,43
SAUSA300_RS03430,SAUSA300_RS03430,39.7,10,29.7,2.964,1.6,1.4e-03,1.0e+00,0.0051,2,7,4,19,29,29,31
SAUSA300_RS05365,SAUSA300_RS05365,1572,919.7,652.3,0.709,-0.5,1.4e-03,1.0e+00,0.0052,2,896,858,1005,605,711,641
SAUSA300_RS10780,SAUSA300_RS10780,71.3,52,19.3,0.365,-1.5,1.5e-03,1.0e+00,0.0052,2,53,21,82,12,33,13
SAUSA300_RS02345,SAUSA300_RS02345,47.7,34.3,13.3,0.402,-1.3,1.6e-03,1.0e+00,0.0056,2,34,46,23,15,12,13
SAUSA300_RS03350,SAUSA300_RS03350,49,14.3,34.7,2.419,1.3,1.6e-03,1.0e+00,0.0056,2,17,12,14,39,30,35
SAUSA300_RS01140,SAUSA300_RS01140,25,20,5,0.263,-1.9,1.6e-03,1.0e+00,0.0056,2,24,22,14,3,2,10
SAUSA300_RS00070,SAUSA300_RS00070,85,26.3,58.7,2.222,1.2,1.6e-03,1.0e+00,0.0056,2,46,13,20,58,59,59
