name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,NT1,NT3,NT2,NaP3,NaP2,NaP1
SAUSA300_RS14060,SAUSA300_RS14060,40,19,21,1.091,0.1,7.5e-01,1.0e+00,0.8384,999,11,19,27,24,18,21
SAUSA300_RS11590,SAUSA300_RS11590,52.7,25.3,27.3,1.077,0.1,7.5e-01,1.0e+00,0.8384,999,29,19,28,29,28,25
SAUSA300_RS10175,SAUSA300_RS10175,127.3,65.3,62,0.946,-0.1,7.5e-01,1.0e+00,0.8411,1003,70,44,82,56,57,73
SAUSA300_RS06985,SAUSA300_RS06985,40.3,19.3,21,1.082,0.1,7.6e-01,1.0e+00,0.8495,1014,23,19,16,21,18,24
SAUSA300_RS04425,SAUSA300_RS04425,68,35,33,0.938,-0.1,7.6e-01,1.0e+00,0.8507,1017,30,34,41,27,32,40
SAUSA300_RS04540,SAUSA300_RS04540,19,9,10,1.139,0.2,7.7e-01,1.0e+00,0.8507,1017,5,10,12,18,2,10
SAUSA300_RS11345,SAUSA300_RS11345,328,167.3,160.7,0.963,-0.1,7.7e-01,1.0e+00,0.8507,1018,137,187,178,154,167,161
SAUSA300_RS13220,SAUSA300_RS13220,28,14.7,13.3,0.912,-0.1,7.7e-01,1.0e+00,0.8512,1020,12,18,14,15,11,14
SAUSA300_RS13375,SAUSA300_RS13375,409.3,208,201.3,0.967,0,7.7e-01,1.0e+00,0.8514,1021,199,202,223,196,198,210
SAUSA300_RS08900,SAUSA300_RS08900,127.3,65.3,62,0.95,-0.1,7.7e-01,1.0e+00,0.8514,1022,47,84,65,54,67,65
SAUSA300_RS08915,SAUSA300_RS08915,61.3,32,29.3,0.931,-0.1,7.7e-01,1.0e+00,0.8514,1023,23,47,26,27,21,40
SAUSA300_RS03180,SAUSA300_RS03180,38,20,18,0.918,-0.1,7.7e-01,1.0e+00,0.8556,1028,29,24,7,17,19,18
SAUSA300_RS14115,SAUSA300_RS14115,212,104,108,1.042,0.1,7.8e-01,1.0e+00,0.8562,1030,98,129,85,106,108,110
SAUSA300_RS02560,SAUSA300_RS02560,137.3,67,70.3,1.049,0.1,7.8e-01,1.0e+00,0.8562,1031,71,63,67,70,85,56
SAUSA300_RS05870,SAUSA300_RS05870,232.3,113.7,118.7,1.045,0.1,7.8e-01,1.0e+00,0.8562,1032,79,153,109,110,140,106
SAUSA300_RS03910,SAUSA300_RS03910,26.3,14,12.3,0.903,-0.1,7.8e-01,1.0e+00,0.8562,1033,10,19,13,3,16,18
SAUSA300_RS04695,SAUSA300_RS04695,298.7,147,151.7,1.036,0.1,7.8e-01,1.0e+00,0.8562,1033,160,152,129,154,159,142
SAUSA300_RS12605,SAUSA300_RS12605,359,183,176,0.964,-0.1,7.8e-01,1.0e+00,0.8562,1034,215,175,159,192,135,201
SAUSA300_RS10275,SAUSA300_RS10275,24.7,11.7,13,1.112,0.2,7.8e-01,1.0e+00,0.8629,1043,7,21,7,23,10,6
SAUSA300_RS03165,SAUSA300_RS03165,34.3,17.7,16.7,0.926,-0.1,7.9e-01,1.0e+00,0.8649,1046,12,19,22,19,13,18
SAUSA300_RS03975,SAUSA300_RS03975,32.7,17,15.7,0.923,-0.1,7.9e-01,1.0e+00,0.8649,1047,17,15,19,21,11,15
SAUSA300_RS14685,SAUSA300_RS14685,32,16.7,15.3,0.923,-0.1,7.9e-01,1.0e+00,0.8688,1053,19,15,16,9,19,18
SAUSA300_RS03330,SAUSA300_RS03330,92.7,47.7,45,0.952,-0.1,7.9e-01,1.0e+00,0.8688,1054,51,55,37,43,42,50
SAUSA300_RS02100,SAUSA300_RS02100,18.3,8.7,9.7,1.108,0.1,7.9e-01,1.0e+00,0.8688,1055,5,13,8,8,12,9
SAUSA300_RS08995,SAUSA300_RS08995,50.3,26,24.3,0.939,-0.1,8.0e-01,1.0e+00,0.8705,1058,21,24,33,20,25,28
SAUSA300_RS03315,SAUSA300_RS03315,135.3,69.3,66,0.957,-0.1,8.0e-01,1.0e+00,0.8705,1059,81,72,55,53,70,75
SAUSA300_RS09025,SAUSA300_RS09025,116.3,59.7,56.7,0.954,-0.1,8.0e-01,1.0e+00,0.8711,1060,44,81,54,62,59,49
SAUSA300_RS09045,SAUSA300_RS09045,65.7,32,33.7,1.058,0.1,8.0e-01,1.0e+00,0.8711,1061,39,22,35,36,28,37
SAUSA300_RS04000,SAUSA300_RS04000,91.3,47,44.3,0.951,-0.1,8.0e-01,1.0e+00,0.8727,1064,56,29,56,46,49,38
SAUSA300_RS02425,SAUSA300_RS02425,54.3,28,26.3,0.944,-0.1,8.0e-01,1.0e+00,0.8762,1069,29,33,22,23,32,24
SAUSA300_RS07340,SAUSA300_RS07340,18.3,8.7,9.7,1.107,0.1,8.1e-01,1.0e+00,0.8807,1075,12,12,2,15,9,5
SAUSA300_RS05910,SAUSA300_RS05910,53.7,26,27.7,1.06,0.1,8.1e-01,1.0e+00,0.8807,1076,22,36,20,27,32,24
SAUSA300_RS04070,SAUSA300_RS04070,365.7,180.3,185.3,1.03,0,8.1e-01,1.0e+00,0.8828,1080,161,215,165,197,157,202
SAUSA300_RS04290,SAUSA300_RS04290,50,24.3,25.7,1.058,0.1,8.1e-01,1.0e+00,0.8845,1083,30,25,18,27,27,23
SAUSA300_RS08880,SAUSA300_RS08880,137.7,70.3,67.3,0.96,-0.1,8.1e-01,1.0e+00,0.8845,1084,65,84,62,52,64,86
SAUSA300_RS00540,SAUSA300_RS00540,39.3,20.3,19,0.932,-0.1,8.2e-01,1.0e+00,0.8854,1085,19,10,32,17,28,12
SAUSA300_RS11075,SAUSA300_RS11075,61.7,30,31.7,1.052,0.1,8.2e-01,1.0e+00,0.8855,1087,25,33,32,35,27,33
SAUSA300_RS13045,SAUSA300_RS13045,64.3,33,31.3,0.952,-0.1,8.2e-01,1.0e+00,0.8856,1088,36,28,35,29,35,30
SAUSA300_RS01930,SAUSA300_RS01930,40.3,20.7,19.7,0.94,-0.1,8.2e-01,1.0e+00,0.8857,1089,22,17,23,15,27,17
SAUSA300_RS11640,SAUSA300_RS11640,88.3,43.3,45,1.044,0.1,8.2e-01,1.0e+00,0.8857,1089,44,39,47,42,49,44
SAUSA300_RS08895,SAUSA300_RS08895,168.3,85.7,82.7,0.965,-0.1,8.2e-01,1.0e+00,0.8857,1090,65,90,102,83,77,88
SAUSA300_RS03170,SAUSA300_RS03170,53.7,26,27.7,1.055,0.1,8.2e-01,1.0e+00,0.8857,1091,29,19,30,34,26,23
SAUSA300_RS14050,SAUSA300_RS14050,43,20.7,22.3,1.063,0.1,8.2e-01,1.0e+00,0.8858,1092,17,29,16,27,25,15
SAUSA300_RS14120,SAUSA300_RS14120,63.3,32.3,31,0.951,-0.1,8.3e-01,1.0e+00,0.8918,1101,34,24,39,31,42,20
SAUSA300_RS05890,SAUSA300_RS05890,40,20.7,19.3,0.94,-0.1,8.3e-01,1.0e+00,0.8918,1101,19,10,33,22,18,18
SAUSA300_RS12905,SAUSA300_RS12905,42,20.3,21.7,1.061,0.1,8.3e-01,1.0e+00,0.8918,1102,19,19,23,26,11,28
SAUSA300_RS09010,SAUSA300_RS09010,48.3,24.7,23.7,0.95,-0.1,8.3e-01,1.0e+00,0.8923,1104,24,23,27,27,23,21
SAUSA300_RS02660,SAUSA300_RS02660,297.7,146.7,151,1.028,0,8.3e-01,1.0e+00,0.8923,1105,114,162,164,148,149,156
SAUSA300_RS09850,SAUSA300_RS09850,37,19,18,0.943,-0.1,8.3e-01,1.0e+00,0.8948,1109,19,15,23,12,20,22
SAUSA300_RS13020,SAUSA300_RS13020,249.7,123,126.7,1.029,0,8.3e-01,1.0e+00,0.8952,1110,139,133,97,128,131,121
SAUSA300_RS07170,SAUSA300_RS07170,169,83,86,1.031,0,8.4e-01,1.0e+00,0.8969,1113,76,88,85,84,96,78
SAUSA300_RS14595,SAUSA300_RS14595,130,66,64,0.966,0,8.4e-01,1.0e+00,0.8973,1114,73,65,60,57,76,59
SAUSA300_RS01335,SAUSA300_RS01335,36,17.3,18.7,1.061,0.1,8.4e-01,1.0e+00,0.9019,1121,24,8,20,24,19,13
SAUSA300_RS08240,SAUSA300_RS08240,26.3,12.7,13.7,1.076,0.1,8.4e-01,1.0e+00,0.9021,1122,7,17,14,3,18,20
SAUSA300_RS04255,SAUSA300_RS04255,41.3,21.3,20,0.945,-0.1,8.4e-01,1.0e+00,0.9021,1123,13,17,34,29,12,19
SAUSA300_RS09255,SAUSA300_RS09255,49,24,25,1.051,0.1,8.5e-01,1.0e+00,0.9021,1124,22,24,26,33,14,28
SAUSA300_RS08255,SAUSA300_RS08255,124.3,61,63.3,1.035,0.1,8.5e-01,1.0e+00,0.9021,1125,59,82,42,65,64,61
SAUSA300_RS00985,SAUSA300_RS00985,84.3,43,41.3,0.963,-0.1,8.5e-01,1.0e+00,0.9033,1127,51,36,42,35,42,47
SAUSA300_RS09040,SAUSA300_RS09040,1675,828,847,1.023,0,8.5e-01,1.0e+00,0.9033,1128,886,598,1000,884,965,692
SAUSA300_RS02750,SAUSA300_RS02750,54,27.7,26.3,0.956,-0.1,8.5e-01,1.0e+00,0.9035,1129,28,29,26,33,19,27
SAUSA300_RS05150,SAUSA300_RS05150,131.3,64.7,66.7,1.031,0,8.5e-01,1.0e+00,0.9068,1134,64,76,54,60,69,71
SAUSA300_RS09225,SAUSA300_RS09225,25.7,12.3,13.3,1.067,0.1,8.6e-01,1.0e+00,0.9113,1141,15,7,15,12,22,6
SAUSA300_RS04950,SAUSA300_RS04950,115.7,57,58.7,1.033,0,8.6e-01,1.0e+00,0.9113,1142,68,50,53,55,73,48
SAUSA300_RS08655,SAUSA300_RS08655,117.7,60,57.7,0.97,0,8.6e-01,1.0e+00,0.9134,1145,58,61,61,62,42,69
SAUSA300_RS10240,SAUSA300_RS10240,20,10.3,9.7,0.94,-0.1,8.6e-01,1.0e+00,0.9142,1147,8,11,12,10,11,8
SAUSA300_RS11775,SAUSA300_RS11775,66.3,33.7,32.7,0.964,-0.1,8.6e-01,1.0e+00,0.9142,1148,36,25,40,29,37,32
SAUSA300_RS12985,SAUSA300_RS12985,40.7,20,20.7,1.047,0.1,8.6e-01,1.0e+00,0.9144,1149,27,12,21,21,18,23
SAUSA300_RS01655,SAUSA300_RS01655,46.7,23.7,23,0.959,-0.1,8.7e-01,1.0e+00,0.9144,1150,19,22,30,24,27,18
SAUSA300_RS14355,SAUSA300_RS14355,199.7,98.3,101.3,1.026,0,8.7e-01,1.0e+00,0.9144,1151,92,98,105,99,126,79
SAUSA300_RS12455,SAUSA300_RS12455,25,13,12,0.942,-0.1,8.7e-01,1.0e+00,0.9144,1152,17,10,12,19,5,12
SAUSA300_RS13000,SAUSA300_RS13000,22.3,10.7,11.7,1.064,0.1,8.7e-01,1.0e+00,0.9152,1154,5,12,15,10,18,7
SAUSA300_RS09495,SAUSA300_RS09495,22.7,11.7,11,0.941,-0.1,8.7e-01,1.0e+00,0.9152,1155,8,21,6,9,13,11
SAUSA300_RS05255,SAUSA300_RS05255,57.7,29.3,28.3,0.962,-0.1,8.7e-01,1.0e+00,0.9152,1156,36,34,18,27,26,32
SAUSA300_RS05615,SAUSA300_RS05615,215,106.3,108.7,1.023,0,8.7e-01,1.0e+00,0.9152,1157,107,112,100,122,112,92
SAUSA300_RS04430,SAUSA300_RS04430,320.7,158.3,162.3,1.021,0,8.7e-01,1.0e+00,0.9152,1158,174,139,162,141,171,175
SAUSA300_RS09400,SAUSA300_RS09400,20.3,10.3,10,0.94,-0.1,8.8e-01,1.0e+00,0.9207,1166,15,2,14,14,9,7
SAUSA300_RS11375,SAUSA300_RS11375,1254.7,622.7,632,1.015,0,8.8e-01,1.0e+00,0.9207,1167,654,624,590,645,634,617
SAUSA300_RS06010,SAUSA300_RS06010,32.3,15.7,16.7,1.051,0.1,8.8e-01,1.0e+00,0.9226,1170,16,12,19,14,28,8
SAUSA300_RS05290,SAUSA300_RS05290,164.3,83.3,81,0.977,0,8.8e-01,1.0e+00,0.9229,1171,80,67,103,76,87,80
SAUSA300_RS14190,SAUSA300_RS14190,44,22.3,21.7,0.962,-0.1,8.8e-01,1.0e+00,0.9229,1172,25,15,27,25,22,18
SAUSA300_RS12510,SAUSA300_RS12510,49.7,24.3,25.3,1.036,0.1,8.8e-01,1.0e+00,0.9229,1173,22,25,26,29,25,22
SAUSA300_RS04880,SAUSA300_RS04880,45.3,22,23.3,1.039,0.1,8.8e-01,1.0e+00,0.9229,1174,24,12,30,21,25,24
SAUSA300_RS09755,SAUSA300_RS09755,24.7,12,12.7,1.053,0.1,8.9e-01,1.0e+00,0.9229,1175,7,21,8,12,17,9
SAUSA300_RS06310,SAUSA300_RS06310,635.3,314.3,321,1.021,0,8.9e-01,1.0e+00,0.9229,1176,413,184,346,374,340,249
SAUSA300_RS00280,SAUSA300_RS00280,865.7,429.3,436.3,1.016,0,8.9e-01,1.0e+00,0.9229,1177,369,507,412,439,367,503
SAUSA300_RS07970,SAUSA300_RS07970,765.3,380,385.3,1.015,0,8.9e-01,1.0e+00,0.9229,1178,407,372,361,393,377,386
SAUSA300_RS08630,SAUSA300_RS08630,217,109.7,107.3,0.979,0,8.9e-01,1.0e+00,0.9229,1179,120,99,110,117,80,125
SAUSA300_RS13795,SAUSA300_RS13795,150.3,76,74.3,0.975,0,8.9e-01,1.0e+00,0.923,1180,94,87,47,69,94,60
SAUSA300_RS09770,SAUSA300_RS09770,234.7,118.3,116.3,0.981,0,8.9e-01,1.0e+00,0.9232,1181,111,144,100,115,122,112
SAUSA300_RS13915,SAUSA300_RS13915,39.3,19.3,20,1.047,0.1,8.9e-01,1.0e+00,0.924,1183,36,10,12,29,23,8
SAUSA300_RS03345,SAUSA300_RS03345,73.3,36.3,37,1.03,0,8.9e-01,1.0e+00,0.924,1184,44,32,33,41,42,28
SAUSA300_RS11760,SAUSA300_RS11760,30.3,14.7,15.7,1.048,0.1,8.9e-01,1.0e+00,0.9255,1186,25,10,9,10,27,10
SAUSA300_RS00015,SAUSA300_RS00015,110.3,54.7,55.7,1.025,0,8.9e-01,1.0e+00,0.9269,1189,45,64,55,52,44,71
SAUSA300_RS04230,SAUSA300_RS04230,46.3,22.7,23.7,1.033,0,9.0e-01,1.0e+00,0.9299,1194,18,22,28,19,25,27
SAUSA300_RS04220,SAUSA300_RS04220,582.3,293.7,288.7,0.985,0,9.0e-01,1.0e+00,0.9312,1197,245,382,254,275,260,331
SAUSA300_RS12790,SAUSA300_RS12790,1578,784,794,1.013,0,9.0e-01,1.0e+00,0.9324,1199,675,947,730,840,823,719
SAUSA300_RS03490,SAUSA300_RS03490,40.7,20.7,20,0.967,0,9.1e-01,1.0e+00,0.9358,1204,24,10,28,14,22,24
SAUSA300_RS11710,SAUSA300_RS11710,106.7,54,52.7,0.977,0,9.1e-01,1.0e+00,0.9358,1205,58,55,49,32,58,68
SAUSA300_RS07195,SAUSA300_RS07195,19.7,9.7,10,1.046,0.1,9.1e-01,1.0e+00,0.9367,1207,12,13,4,9,12,9
SAUSA300_RS02565,SAUSA300_RS02565,211.7,104.7,107,1.017,0,9.1e-01,1.0e+00,0.9367,1208,87,93,134,106,121,94
SAUSA300_RS12915,SAUSA300_RS12915,85.7,42.3,43.3,1.023,0,9.1e-01,1.0e+00,0.9367,1209,40,45,42,57,43,30
SAUSA300_RS05465,SAUSA300_RS05465,52.7,26,26.7,1.026,0,9.1e-01,1.0e+00,0.9381,1212,31,21,26,28,24,28
SAUSA300_RS08700,SAUSA300_RS08700,38.3,19.3,19,0.969,0,9.1e-01,1.0e+00,0.9388,1214,8,22,28,21,22,14
SAUSA300_RS08695,SAUSA300_RS08695,18,8.7,9.3,1.043,0.1,9.1e-01,1.0e+00,0.9388,1215,7,12,7,7,11,10
SAUSA300_RS07325,SAUSA300_RS07325,36,18.3,17.7,0.972,0,9.2e-01,1.0e+00,0.9491,1229,15,28,12,13,19,21
SAUSA300_RS11210,SAUSA300_RS11210,120.7,60,60.7,1.017,0,9.3e-01,1.0e+00,0.95,1231,68,44,68,51,81,50
SAUSA300_RS01545,SAUSA300_RS01545,25.7,12.7,13,1.032,0,9.3e-01,1.0e+00,0.95,1232,12,7,19,17,9,13
SAUSA300_RS06675,SAUSA300_RS06675,53,26,27,1.023,0,9.3e-01,1.0e+00,0.95,1233,36,19,23,21,35,25
SAUSA300_RS08870,SAUSA300_RS08870,18,9.3,8.7,0.967,0,9.4e-01,1.0e+00,0.9581,1245,11,12,5,3,11,12
SAUSA300_RS07940,SAUSA300_RS07940,315,158.3,156.7,0.991,0,9.4e-01,1.0e+00,0.9647,1254,142,152,181,163,167,140
SAUSA300_RS09125,SAUSA300_RS09125,45,22.7,22.3,0.983,0,9.5e-01,1.0e+00,0.9675,1259,11,27,30,27,18,22
SAUSA300_RS11360,SAUSA300_RS11360,201.7,100.3,101.3,1.009,0,9.5e-01,1.0e+00,0.9675,1260,88,120,93,107,87,110
SAUSA300_RS00360,SAUSA300_RS00360,22.7,11.3,11.3,1.024,0,9.5e-01,1.0e+00,0.9675,1261,17,5,12,10,7,17
SAUSA300_RS02930,SAUSA300_RS02930,22.7,11.3,11.3,1.024,0,9.5e-01,1.0e+00,0.9675,1262,17,12,5,14,7,13
SAUSA300_RS05250,SAUSA300_RS05250,20,10.3,9.7,0.976,0,9.5e-01,1.0e+00,0.9675,1263,10,15,6,5,11,13
SAUSA300_RS01700,SAUSA300_RS01700,22.7,11.3,11.3,1.024,0,9.5e-01,1.0e+00,0.968,1264,10,22,2,14,12,8
SAUSA300_RS13615,SAUSA300_RS13615,71.7,36,35.7,0.987,0,9.5e-01,1.0e+00,0.9684,1266,42,36,30,24,49,34
SAUSA300_RS11380,SAUSA300_RS11380,838.3,418,420.3,1.006,0,9.5e-01,1.0e+00,0.9706,1269,458,359,437,380,365,516
SAUSA300_RS03320,SAUSA300_RS03320,142.7,71,71.7,1.009,0,9.6e-01,1.0e+00,0.9725,1273,63,99,51,70,63,82
SAUSA300_RS14675,SAUSA300_RS14675,44.3,22.3,22,0.987,0,9.6e-01,1.0e+00,0.9725,1274,19,27,21,21,23,22
SAUSA300_RS08780,SAUSA300_RS08780,363.3,182.3,181,0.994,0,9.6e-01,1.0e+00,0.9749,1278,219,164,164,173,205,165
SAUSA300_RS13315,SAUSA300_RS13315,41,20.3,20.7,1.013,0,9.6e-01,1.0e+00,0.976,1281,24,22,15,12,27,23
SAUSA300_RS11485,SAUSA300_RS11485,21.3,10.7,10.7,0.985,0,9.7e-01,1.0e+00,0.9789,1285,7,10,15,15,10,7
SAUSA300_RS09055,SAUSA300_RS09055,59,29.7,29.3,0.991,0,9.7e-01,1.0e+00,0.9801,1288,27,36,26,21,42,25
SAUSA300_RS14225,SAUSA300_RS14225,19.3,9.7,9.7,1.016,0,9.7e-01,1.0e+00,0.9806,1289,15,8,6,3,11,15
SAUSA300_RS05090,SAUSA300_RS05090,19.3,9.7,9.7,1.015,0,9.7e-01,1.0e+00,0.9807,1291,12,15,2,3,11,15
SAUSA300_RS09210,SAUSA300_RS09210,321.3,161,160.3,0.996,0,9.7e-01,1.0e+00,0.9807,1292,159,156,168,145,174,162
SAUSA300_RS12450,SAUSA300_RS12450,349.3,175,174.3,0.996,0,9.7e-01,1.0e+00,0.9807,1293,167,204,154,179,177,167
SAUSA300_RS11150,SAUSA300_RS11150,29.3,14.7,14.7,0.99,0,9.7e-01,1.0e+00,0.9829,1296,17,12,15,11,20,13
SAUSA300_RS12885,SAUSA300_RS12885,37.3,18.7,18.7,1.007,0,9.8e-01,1.0e+00,0.9866,1302,19,19,18,22,14,20
SAUSA300_RS02840,SAUSA300_RS02840,822,410.7,411.3,1.002,0,9.8e-01,1.0e+00,0.9895,1307,389,428,415,431,415,388
SAUSA300_RS09165,SAUSA300_RS09165,226.7,113.3,113.3,1.003,0,9.8e-01,1.0e+00,0.9899,1309,114,119,107,112,88,140
SAUSA300_RS14365,SAUSA300_RS14365,271,135.3,135.7,1.003,0,9.8e-01,1.0e+00,0.99,1310,160,110,136,125,153,129
SAUSA300_RS07320,SAUSA300_RS07320,21,10.7,10.3,0.994,0,9.9e-01,1.0e+00,0.9918,1313,4,22,6,12,11,8
SAUSA300_RS03065,SAUSA300_RS03065,198,99,99,0.998,0,9.9e-01,1.0e+00,0.9918,1314,93,84,120,96,119,82
SAUSA300_RS02030,SAUSA300_RS02030,78,39,39,0.998,0,9.9e-01,1.0e+00,0.9926,1316,34,34,49,36,44,37
SAUSA300_RS12290,SAUSA300_RS12290,32.7,16.7,16,0.996,0,9.9e-01,1.0e+00,0.9926,1317,21,17,12,9,14,25
SAUSA300_RS11455,SAUSA300_RS11455,36.3,18.3,18,0.997,0,9.9e-01,1.0e+00,0.9926,1318,19,17,19,17,9,28
SAUSA300_RS04380,SAUSA300_RS04380,18,9,9,0.999,0,1.0e+00,1.0e+00,0.9989,1328,5,2,20,11,5,11
SAUSA300_RS08730,SAUSA300_RS08730,106.7,53.3,53.3,1,0,1.0e+00,1.0e+00,0.9989,1329,57,53,50,57,44,59
