name,gene,NT1,NT2,NT3,NaP1,NaP2,NaP3
ENSB:w-KjMRYowgggQcp,ENSB:w-KjMRYowgggQcp,0,8,7,10,4,12
ENSB:f54DQBobehdO-pa,ENSB:f54DQBobehdO-pa,25,15,21,28,30,32
ENSB:0ZKvs7M44lr7Lz9,ENSB:0ZKvs7M44lr7Lz9,17,20,8,12,8,4
ENSB:QqpmGV2tMez0nNi,ENSB:QqpmGV2tMez0nNi,16,11,17,12,16,12
ENSB:49oYVXneP0Cz1PY,ENSB:49oYVXneP0Cz1PY,13,19,16,11,16,18
ENSB:b1DaFLlqaUFxIE_,ENSB:b1DaFLlqaUFxIE_,32,22,22,31,14,20
ENSB:Vs5lU_xVb0VvAU0,ENSB:Vs5lU_xVb0VvAU0,2,0,2,1,0,0
ENSB:p4985k-OxkFgMcz,ENSB:p4985k-OxkFgMcz,0,0,0,0,0,0
ENSB:a2Zz0zvMX046md3,ENSB:a2Zz0zvMX046md3,0,0,0,0,0,0
ENSB:4tUIGu_4cM4CyMT,ENSB:4tUIGu_4cM4CyMT,4,0,0,1,0,0
ENSB:2SpS5ZKJxrdXw1j,ENSB:2SpS5ZKJxrdXw1j,1,2,0,3,0,2
ENSB:srUXrA8jR-Z_hhH,ENSB:srUXrA8jR-Z_hhH,3,2,0,5,2,3
ENSB:M0aHKwFSrmZLZ1H,ENSB:M0aHKwFSrmZLZ1H,6,9,7,3,0,2
ENSB:j8zA3wswpYg5V5b,ENSB:j8zA3wswpYg5V5b,0,1,0,0,0,1
ENSB:gGu8oT-QG1iUXHl,ENSB:gGu8oT-QG1iUXHl,0,2,0,1,0,1
ENSB:AdampDdnaNMhaR-,ENSB:AdampDdnaNMhaR-,2,3,1,0,0,2
ENSB:eMEU1QnVLkpRSVK,ENSB:eMEU1QnVLkpRSVK,4,16,1,1,2,4
ENSB:e9TvAn_qiu0hMF5,ENSB:e9TvAn_qiu0hMF5,18,3,4,9,8,6
ENSB:r28SJ80tywfSt4J,ENSB:r28SJ80tywfSt4J,4,2,0,2,2,1
ENSB:qKzYHHMoTRkpSYR,ENSB:qKzYHHMoTRkpSYR,0,0,0,0,0,0
ENSB:1BfN8LjtoIreJBM,ENSB:1BfN8LjtoIreJBM,4,17,2,13,6,13
ENSB:NwTgc_sC32R7mMK,ENSB:NwTgc_sC32R7mMK,0,2,2,2,2,0
ENSB:ntXgcMZRedJssSg,ENSB:ntXgcMZRedJssSg,8,6,6,2,4,8
ENSB:2-TupiKImTYzyqJ,ENSB:2-TupiKImTYzyqJ,316,328,238,32,22,18
ENSB:0i9Cn7pvr7nciO0,ENSB:0i9Cn7pvr7nciO0,929,1052,757,1794,2500,2644
ENSB:B-2oc5nWLlBJJOQ,ENSB:B-2oc5nWLlBJJOQ,16,11,22,30,47,27
ENSB:Cfpto-jEyPfmnGA,ENSB:Cfpto-jEyPfmnGA,4,16,8,25,4,18
ENSB:w-Scjgay0-E58uN,ENSB:w-Scjgay0-E58uN,54,23,26,51,41,28
ENSB:xCNgSQTMtZS0D-J,ENSB:xCNgSQTMtZS0D-J,60,77,41,60,80,76
ENSB:fcjTOUHmCVVVLEY,ENSB:fcjTOUHmCVVVLEY,25,35,28,48,36,31
ENSB:MiHLSHHXVy-ZDdg,ENSB:MiHLSHHXVy-ZDdg,144,139,115,209,193,164
ENSB:1MbUwTMporMmgHL,ENSB:1MbUwTMporMmgHL,0,0,0,0,0,0
ENSB:xzKzi6YzBbE6GEb,ENSB:xzKzi6YzBbE6GEb,41,44,25,124,98,112
ENSB:pO184MX-ieVl6OS,ENSB:pO184MX-ieVl6OS,8,0,2,8,13,10
ENSB:_8bYS3hfnqOt3L1,ENSB:_8bYS3hfnqOt3L1,2,2,0,2,2,0
ENSB:82RXY-4sbI-runa,ENSB:82RXY-4sbI-runa,3,3,2,2,1,5
ENSB:mXui9x9WioOzl-b,ENSB:mXui9x9WioOzl-b,9,9,5,14,22,27
ENSB:V11oBWOBTK3swnw,ENSB:V11oBWOBTK3swnw,50,42,43,150,110,112
ENSB:82jyZsoVGfpvugc,ENSB:82jyZsoVGfpvugc,2,0,0,0,0,2
ENSB:ttcwriVvHcOF52D,ENSB:ttcwriVvHcOF52D,0,2,0,0,2,4
ENSB:1uc_NOe4gdS6lWN,ENSB:1uc_NOe4gdS6lWN,4,0,3,14,4,16
ENSB:PeMTdnQ74Vv8S9E,ENSB:PeMTdnQ74Vv8S9E,8,6,7,8,2,6
ENSB:e4gSGQEpkLt11F7,ENSB:e4gSGQEpkLt11F7,18,8,16,20,14,6
ENSB:lPYx6ZMl-ElEPTg,ENSB:lPYx6ZMl-ElEPTg,0,0,0,0,0,0
ENSB:0AyPLKYvnive562,ENSB:0AyPLKYvnive562,28,20,10,14,18,21
ENSB:EL0rogIIjrQQQOt,ENSB:EL0rogIIjrQQQOt,20,16,14,41,27,49
ENSB:ka92s9Ga_QKme0L,ENSB:ka92s9Ga_QKme0L,2,2,0,2,4,6
ENSB:eC84ByeoePUfgwD,ENSB:eC84ByeoePUfgwD,29,16,13,39,25,50
ENSB:PBqxgRp1GAHixDF,ENSB:PBqxgRp1GAHixDF,4,6,0,23,26,20
ENSB:g7eai4hSjoddlkS,ENSB:g7eai4hSjoddlkS,4,10,8,12,2,21
ENSB:BWvJo5BkIqZS7um,ENSB:BWvJo5BkIqZS7um,89,78,56,179,122,191
ENSB:KNm7_qMBAmryuU5,ENSB:KNm7_qMBAmryuU5,4,13,4,38,20,43
ENSB:3LU0FXfHHhICwBQ,ENSB:3LU0FXfHHhICwBQ,14,23,31,46,22,49
ENSB:04kNf5kOlO2df1i,ENSB:04kNf5kOlO2df1i,292,248,256,136,148,140
ENSB:2t07aPXboez8ONU,ENSB:2t07aPXboez8ONU,20,16,12,10,12,28
ENSB:yaAIdar6YuX9HZu,ENSB:yaAIdar6YuX9HZu,0,1,2,0,2,0
ENSB:QfAM5wsn9uUJDbA,ENSB:QfAM5wsn9uUJDbA,8,7,10,20,14,28
ENSB:58Ix8ZZvjAW0YNI,ENSB:58Ix8ZZvjAW0YNI,2,0,0,2,2,0
ENSB:Lzu-1ASRn2MPFED,ENSB:Lzu-1ASRn2MPFED,14,15,8,36,24,21
ENSB:y_AqQv9gChSUaab,ENSB:y_AqQv9gChSUaab,18,14,15,49,41,52
ENSB:UBJlNdCRE3Zef4H,ENSB:UBJlNdCRE3Zef4H,11,8,28,76,94,115
ENSB:vNYL4mpiAXyNX5j,ENSB:vNYL4mpiAXyNX5j,42,56,54,279,263,265
ENSB:iG7553Z_FCocDb-,ENSB:iG7553Z_FCocDb-,9,27,11,83,86,88
ENSB:8bOhUzW7B_X46ch,ENSB:8bOhUzW7B_X46ch,4,9,12,29,61,55
ENSB:vXLnSy_Pziy9mDx,ENSB:vXLnSy_Pziy9mDx,62,68,56,369,373,363
ENSB:HzNdb53yrrxRdDp,ENSB:HzNdb53yrrxRdDp,0,0,2,0,0,2
ENSB:2CX480Y-E6-Fr85,ENSB:2CX480Y-E6-Fr85,11,15,19,43,43,36
ENSB:rXWz3Ovso_hxNNx,ENSB:rXWz3Ovso_hxNNx,54,34,48,48,36,26
ENSB:wbgjQjZ9T3LXVYZ,ENSB:wbgjQjZ9T3LXVYZ,76,66,78,48,42,48
ENSB:5QhJF90nGUu6oG_,ENSB:5QhJF90nGUu6oG_,220,188,230,505,445,451
ENSB:uHj_tvLygO8La2L,ENSB:uHj_tvLygO8La2L,519,492,547,806,809,763
ENSB:HVqZCiAAT38iSJp,ENSB:HVqZCiAAT38iSJp,24,29,28,4,8,4
ENSB:fzWMFVr9FVYMoud,ENSB:fzWMFVr9FVYMoud,8,4,11,7,3,5
ENSB:CZwlE1TU2dqK1DO,ENSB:CZwlE1TU2dqK1DO,0,0,4,3,3,0
ENSB:0FG2_hqPOhEDAo7,ENSB:0FG2_hqPOhEDAo7,154,108,150,144,114,146
ENSB:i9c1bSUJRWKOrQp,ENSB:i9c1bSUJRWKOrQp,4,0,0,2,2,2
ENSB:aH0O3igREY0hvrc,ENSB:aH0O3igREY0hvrc,3,2,2,2,0,2
ENSB:KLnV4DvPLQd-JGM,ENSB:KLnV4DvPLQd-JGM,0,0,0,4,0,6
ENSB:Wd7dbahCOrCYTfK,ENSB:Wd7dbahCOrCYTfK,56,39,49,64,41,50
ENSB:dbRppA1yy9wiNuo,ENSB:dbRppA1yy9wiNuo,132,110,125,170,180,180
ENSB:JRkRhTktgNVE2Wv,ENSB:JRkRhTktgNVE2Wv,106,135,138,271,228,198
ENSB:LI4qlntjBxjsUvE,ENSB:LI4qlntjBxjsUvE,0,6,2,4,0,2
ENSB:qNgf1KKawj8H0IQ,ENSB:qNgf1KKawj8H0IQ,112,175,135,271,218,219
ENSB:ePatQmlobGBLSZU,ENSB:ePatQmlobGBLSZU,18,25,15,41,51,40
ENSB:ay8kYsGb7C0rgNq,ENSB:ay8kYsGb7C0rgNq,2,4,2,15,18,23
ENSB:SgEwCKszmDw1T7z,ENSB:SgEwCKszmDw1T7z,0,0,0,0,0,2
ENSB:LLOX91wG12r__bF,ENSB:LLOX91wG12r__bF,120,170,156,302,294,358
ENSB:W_-gj-FR5Bz6Ffg,ENSB:W_-gj-FR5Bz6Ffg,0,0,0,0,0,0
ENSB:rjXdwmqpdUlZ-4O,ENSB:rjXdwmqpdUlZ-4O,0,0,0,0,0,0
ENSB:_5sQP9l1OQ6PMVv,ENSB:_5sQP9l1OQ6PMVv,0,0,0,0,0,0
ENSB:4MtmBAgFARtO-oA,ENSB:4MtmBAgFARtO-oA,0,0,0,0,0,0
ENSB:ISRL9eK3GTBYphF,ENSB:ISRL9eK3GTBYphF,0,0,0,0,0,0
ENSB:GyNMaPMmFs7lfoP,ENSB:GyNMaPMmFs7lfoP,42,24,22,52,66,58
ENSB:VQ7bAoHwrkl2v53,ENSB:VQ7bAoHwrkl2v53,4,0,0,2,5,6
ENSB:IxwbH1VbcYqHER9,ENSB:IxwbH1VbcYqHER9,6,6,22,38,29,31
ENSB:EeIxPnGzuJiD5qm,ENSB:EeIxPnGzuJiD5qm,148,144,138,164,212,189
ENSB:Ry9jfhoOqWtBcLZ,ENSB:Ry9jfhoOqWtBcLZ,0,0,0,0,0,0
ENSB:4retey_3eahgZuf,ENSB:4retey_3eahgZuf,2,6,0,6,8,8
ENSB:B9Ddp2KA29D_xsP,ENSB:B9Ddp2KA29D_xsP,12,8,14,40,38,44
ENSB:duIVQGobi9M7yUX,ENSB:duIVQGobi9M7yUX,59,60,69,149,141,170
ENSB:R8LO2IjsN3EaVTb,ENSB:R8LO2IjsN3EaVTb,74,66,106,171,141,199
ENSB:lNBqdOlNB2L_pI1,ENSB:lNBqdOlNB2L_pI1,211,246,308,445,388,434
ENSB:VVlKt8HbrgA6kdq,ENSB:VVlKt8HbrgA6kdq,0,4,4,0,2,4
ENSB:Y6YegQ2dVq5xsZ6,ENSB:Y6YegQ2dVq5xsZ6,0,0,0,0,0,0
ENSB:ad0k-ZQ9SiBzGZJ,ENSB:ad0k-ZQ9SiBzGZJ,0,4,0,0,0,0
ENSB:ET4AhbRklRyZ886,ENSB:ET4AhbRklRyZ886,0,0,0,0,2,2
ENSB:7S1LaPEyIXkvoFg,ENSB:7S1LaPEyIXkvoFg,0,2,0,4,6,2
ENSB:nAjU9l3R9EcPGv-,ENSB:nAjU9l3R9EcPGv-,12,34,32,22,22,18
ENSB:DykVPHBiqqOr40P,ENSB:DykVPHBiqqOr40P,1014,1129,723,1531,1804,1848
ENSB:SLxpI8tjJq5ss2M,ENSB:SLxpI8tjJq5ss2M,98,98,115,145,176,187
ENSB:W5FPlnnE-OYSvtp,ENSB:W5FPlnnE-OYSvtp,0,0,0,0,0,0
ENSB:RX41c2KPwKKSXhv,ENSB:RX41c2KPwKKSXhv,0,0,0,0,0,0
ENSB:Krhl5nH6BAOjLFw,ENSB:Krhl5nH6BAOjLFw,0,4,4,0,8,12
ENSB:yHn8Tl9wJAbzHLF,ENSB:yHn8Tl9wJAbzHLF,18,10,17,48,40,51
ENSB:nAjy2mrFHEaSdVB,ENSB:nAjy2mrFHEaSdVB,5,13,6,21,27,30
ENSB:YRLK9BNhgEidpWB,ENSB:YRLK9BNhgEidpWB,6,0,0,6,2,3
ENSB:_-GPQRg9EBpMY_-,ENSB:_-GPQRg9EBpMY_-,2,2,4,8,0,0
ENSB:qoytVOQNhauH6wM,ENSB:qoytVOQNhauH6wM,20,26,10,29,28,24
ENSB:4p4Y_L6UrUqEb9g,ENSB:4p4Y_L6UrUqEb9g,28,51,35,48,43,21
ENSB:BJrAQPqrSGz195X,ENSB:BJrAQPqrSGz195X,0,4,0,2,4,4
ENSB:glSyf3p0JMo8zey,ENSB:glSyf3p0JMo8zey,4,10,12,18,11,18
ENSB:diJJt_j5Nzz0jGj,ENSB:diJJt_j5Nzz0jGj,24,18,18,42,40,36
ENSB:4qHXPghqMm6oNbr,ENSB:4qHXPghqMm6oNbr,34,39,24,62,48,54
ENSB:YbHpn-syE6nxruB,ENSB:YbHpn-syE6nxruB,26,12,26,52,48,55
ENSB:cYEgVa6zKm5RHXm,ENSB:cYEgVa6zKm5RHXm,2,8,2,2,4,2
ENSB:xl9Hiab8Tje6bb3,ENSB:xl9Hiab8Tje6bb3,0,0,2,0,8,2
ENSB:hM5wSrM1LtDX7B3,ENSB:hM5wSrM1LtDX7B3,28,30,20,30,24,40
ENSB:zUbA1WNqRQp0s2k,ENSB:zUbA1WNqRQp0s2k,4,6,6,21,14,10
ENSB:0jw_tZi07dsV1sr,ENSB:0jw_tZi07dsV1sr,4,4,4,2,12,4
ENSB:zBXdcrnHezga8gq,ENSB:zBXdcrnHezga8gq,13,4,12,10,22,14
ENSB:DMAk7IYLnjZA6dU,ENSB:DMAk7IYLnjZA6dU,1,1,0,0,0,1
ENSB:Rc8z0uEHAAv-A0A,ENSB:Rc8z0uEHAAv-A0A,56,45,41,57,83,64
ENSB:wPTaXVcj1LRWwA9,ENSB:wPTaXVcj1LRWwA9,9,14,15,42,41,39
ENSB:NEgV-i2yqGoh3Ec,ENSB:NEgV-i2yqGoh3Ec,10,9,6,16,12,14
ENSB:FP6mqr4j9tuZ4yC,ENSB:FP6mqr4j9tuZ4yC,14,19,18,52,22,44
ENSB:jgFOwaqhDcO1Evo,ENSB:jgFOwaqhDcO1Evo,12,6,6,16,12,14
ENSB:UzLSofBYTk_zOZF,ENSB:UzLSofBYTk_zOZF,14,4,6,4,10,2
ENSB:penKNTZXxNO9V4l,ENSB:penKNTZXxNO9V4l,376,448,342,596,612,768
ENSB:Y20gVhq7-dd4PG1,ENSB:Y20gVhq7-dd4PG1,0,4,10,14,4,14
ENSB:4fzd5gmlEBBR2Kt,ENSB:4fzd5gmlEBBR2Kt,0,1,4,2,11,10
ENSB:x9bzYO-HrPWAklN,ENSB:x9bzYO-HrPWAklN,2,0,0,12,12,9
ENSB:JhB8eolmT46WzeQ,ENSB:JhB8eolmT46WzeQ,0,0,2,0,0,0
ENSB:mIISeIdQNx40CR4,ENSB:mIISeIdQNx40CR4,0,0,0,0,0,0
ENSB:K5xwW6cUfrCY26B,ENSB:K5xwW6cUfrCY26B,0,2,2,2,0,2
ENSB:ACriJVwcqbrRqDB,ENSB:ACriJVwcqbrRqDB,6,4,2,20,20,20
ENSB:xBYKxtHxrVGF2V6,ENSB:xBYKxtHxrVGF2V6,0,0,0,0,0,0
ENSB:dfbNMwqA1LJRtVE,ENSB:dfbNMwqA1LJRtVE,4,0,2,0,0,0
ENSB:_CaXNTJz6zlKqla,ENSB:_CaXNTJz6zlKqla,0,2,0,0,2,0
ENSB:7h7e48uJFvPDW30,ENSB:7h7e48uJFvPDW30,0,6,2,0,6,2
ENSB:XSJA8Fi_QRNZzFJ,ENSB:XSJA8Fi_QRNZzFJ,6,0,0,2,2,4
ENSB:wijTBK1dhDxg4Pw,ENSB:wijTBK1dhDxg4Pw,0,2,0,0,0,0
ENSB:fRxSlhjgDwgCLWk,ENSB:fRxSlhjgDwgCLWk,0,0,0,4,2,2
ENSB:RqHJVAdkc_j59rJ,ENSB:RqHJVAdkc_j59rJ,8,12,6,12,14,6
ENSB:8plOhH1ujOy0qGU,ENSB:8plOhH1ujOy0qGU,0,3,4,1,3,4
ENSB:ZJ9kmKC27LS5XpF,ENSB:ZJ9kmKC27LS5XpF,14,18,18,15,6,17
ENSB:uJFy3pT849UZZER,ENSB:uJFy3pT849UZZER,10,2,12,18,12,4
ENSB:8evi4B8z2Y94c7r,ENSB:8evi4B8z2Y94c7r,60,82,58,54,50,64
ENSB:z9S3-bGYY_vKKth,ENSB:z9S3-bGYY_vKKth,14,6,23,8,13,4
ENSB:e6hpIRFYT17ZjOR,ENSB:e6hpIRFYT17ZjOR,63,57,91,81,25,55
ENSB:r6yO8ZQSzCP6xZU,ENSB:r6yO8ZQSzCP6xZU,94,104,76,46,38,65
ENSB:EgfbdONcp2aNepb,ENSB:EgfbdONcp2aNepb,14,10,20,12,10,22
ENSB:Q3OnQKwZxTEobUi,ENSB:Q3OnQKwZxTEobUi,2,0,0,2,6,2
ENSB:wXT4AHsjOvmQiEM,ENSB:wXT4AHsjOvmQiEM,2,2,2,0,4,2
ENSB:d6-OW5k_RAx0dB6,ENSB:d6-OW5k_RAx0dB6,296,249,304,334,432,465
ENSB:RIDtDBYSw6jRt5s,ENSB:RIDtDBYSw6jRt5s,0,0,0,0,0,0
ENSB:NYi2DEOOqtAJfWK,ENSB:NYi2DEOOqtAJfWK,11,10,12,32,28,19
ENSB:KdHksZPH0iJ1lB-,ENSB:KdHksZPH0iJ1lB-,53,46,63,85,78,70
ENSB:ZN5RSAOisg99_KO,ENSB:ZN5RSAOisg99_KO,0,6,2,8,8,4
ENSB:NhQiYpX5NAek-qS,ENSB:NhQiYpX5NAek-qS,183,190,189,145,215,184
ENSB:4j0m_0tJx7lzaxn,ENSB:4j0m_0tJx7lzaxn,1031,1033,1122,1315,1134,1207
ENSB:0UERwMWLdEVeHiI,ENSB:0UERwMWLdEVeHiI,3375,3458,4718,4778,4404,4201
ENSB:ktQhJCq4p54VpFd,ENSB:ktQhJCq4p54VpFd,1007,1033,1177,1492,1251,1142
ENSB:_lsKG41ufRCIWYh,ENSB:_lsKG41ufRCIWYh,58,59,34,22,26,24
ENSB:41MINAfcVL_ID-X,ENSB:41MINAfcVL_ID-X,473,512,380,637,515,646
ENSB:IklmE53qPswSKoS,ENSB:IklmE53qPswSKoS,4,5,4,0,0,0
ENSB:1LOVh5rxvNN_IFl,ENSB:1LOVh5rxvNN_IFl,14,12,7,11,8,2
ENSB:ugtKH92FSHYBTxm,ENSB:ugtKH92FSHYBTxm,0,2,2,0,1,0
ENSB:j9Alc3uaQvMMCLg,ENSB:j9Alc3uaQvMMCLg,0,0,0,4,0,0
ENSB:deFMG5UrGc7A4J1,ENSB:deFMG5UrGc7A4J1,15,15,12,4,2,9
ENSB:cL8h6wxBVeAuAAR,ENSB:cL8h6wxBVeAuAAR,141,121,120,21,45,42
ENSB:hTes-FqjKWjXxbC,ENSB:hTes-FqjKWjXxbC,233,211,238,66,54,82
ENSB:WraGWgjjLk4-2hh,ENSB:WraGWgjjLk4-2hh,99,102,121,17,39,28
ENSB:MZB2dH3gOdRpXr0,ENSB:MZB2dH3gOdRpXr0,105,83,133,23,22,32
ENSB:5qLCJ_Jogs-lNLo,ENSB:5qLCJ_Jogs-lNLo,505,460,763,191,125,176
ENSB:2O35W0DaPKBbJAW,ENSB:2O35W0DaPKBbJAW,418,501,467,100,90,101
ENSB:X-4KS9exAYYJxjY,ENSB:X-4KS9exAYYJxjY,8,5,12,16,12,6
ENSB:FNuotwkLhuhRbIa,ENSB:FNuotwkLhuhRbIa,30,15,28,38,29,31
ENSB:1voQv1KE10RkSfK,ENSB:1voQv1KE10RkSfK,8,14,10,23,6,30
ENSB:GfAZoCVtz4GBgNn,ENSB:GfAZoCVtz4GBgNn,6,3,0,0,2,3
ENSB:Yna4EC--FxLjv5l,ENSB:Yna4EC--FxLjv5l,51,52,60,103,66,91
ENSB:W7Xjl04YYDjM4Rs,ENSB:W7Xjl04YYDjM4Rs,4,14,2,28,10,6
ENSB:Xsibse_bSyJnv7k,ENSB:Xsibse_bSyJnv7k,37,24,23,24,23,31
ENSB:VP-LWDVFBGBX6FJ,ENSB:VP-LWDVFBGBX6FJ,66,88,55,96,99,89
ENSB:kUJKdE8cufMr3bx,ENSB:kUJKdE8cufMr3bx,537,632,560,734,619,721
ENSB:mEH4GWMBaMMWxb2,ENSB:mEH4GWMBaMMWxb2,2,0,0,0,5,0
ENSB:h6CU0wR06f6YKrU,ENSB:h6CU0wR06f6YKrU,4,4,0,6,18,26
ENSB:zykwsokBqW33vN0,ENSB:zykwsokBqW33vN0,4,8,2,11,16,16
ENSB:jnJEIYxXUKbisCN,ENSB:jnJEIYxXUKbisCN,28,27,19,18,23,23
ENSB:8q4E1aVOGxQdCX8,ENSB:8q4E1aVOGxQdCX8,46,30,52,112,84,74
ENSB:QXDa8ieFT1U9lI8,ENSB:QXDa8ieFT1U9lI8,0,1,4,2,1,0
ENSB:IfA_bg95GIChP8r,ENSB:IfA_bg95GIChP8r,4,4,2,14,8,10
ENSB:kFeWxd_oc9r68VR,ENSB:kFeWxd_oc9r68VR,16,16,26,54,54,54
ENSB:eIwE13ge3PQKIMg,ENSB:eIwE13ge3PQKIMg,370,388,309,372,471,481
ENSB:clQLfHMmUzNveLm,ENSB:clQLfHMmUzNveLm,395,342,326,508,524,574
ENSB:MBhX3DPdJAwGURr,ENSB:MBhX3DPdJAwGURr,456,489,382,577,571,557
ENSB:RGAeL-rQ-FlSk_I,ENSB:RGAeL-rQ-FlSk_I,740,860,708,767,805,705
ENSB:CVpbstdd6qjBJMO,ENSB:CVpbstdd6qjBJMO,0,4,4,6,1,6
ENSB:380aheRQB41wiaU,ENSB:380aheRQB41wiaU,1,0,2,0,0,2
ENSB:7g6AgbjuD6dclIQ,ENSB:7g6AgbjuD6dclIQ,6,0,2,1,2,2
ENSB:BZwq1KNm4P5nTd5,ENSB:BZwq1KNm4P5nTd5,9,6,3,0,0,0
ENSB:LpHZyP2txntgjsn,ENSB:LpHZyP2txntgjsn,6,4,5,2,2,3
ENSB:YRJhXmXzG9tL6yX,ENSB:YRJhXmXzG9tL6yX,88,83,44,129,132,142
ENSB:t4UbCQxbOaP9EYk,ENSB:t4UbCQxbOaP9EYk,317,299,406,769,733,875
ENSB:MMsUa59_eHptSrA,ENSB:MMsUa59_eHptSrA,8,4,0,12,14,8
ENSB:hVSdM1iNvEGLPY9,ENSB:hVSdM1iNvEGLPY9,30,18,32,32,38,28
ENSB:RmBjzeTUwy46kF5,ENSB:RmBjzeTUwy46kF5,4,4,4,20,7,4
ENSB:xdHPN7RuuDoN-B4,ENSB:xdHPN7RuuDoN-B4,204,230,180,340,320,303
ENSB:8LOwEzZl9aUmjh-,ENSB:8LOwEzZl9aUmjh-,4,0,0,8,4,0
ENSB:IB_rfxqTvt0h-OA,ENSB:IB_rfxqTvt0h-OA,10,6,6,24,14,30
ENSB:nXGKjwoKihpRyfM,ENSB:nXGKjwoKihpRyfM,8,8,4,11,26,18
ENSB:AHOipMjV44pVKRz,ENSB:AHOipMjV44pVKRz,6,6,8,12,28,20
ENSB:b929cikOGZJXmXN,ENSB:b929cikOGZJXmXN,6,4,0,14,10,6
ENSB:9-6qvyHSNhnqZvf,ENSB:9-6qvyHSNhnqZvf,150,138,158,194,136,167
ENSB:1RQXcvYFO4YFRjB,ENSB:1RQXcvYFO4YFRjB,8,4,8,18,20,16
ENSB:ViIlq2cUgFwM97d,ENSB:ViIlq2cUgFwM97d,26,22,17,33,27,33
ENSB:mdPZQ9yfH3rrI4P,ENSB:mdPZQ9yfH3rrI4P,6,5,9,20,4,14
ENSB:FlkbC0ZT5wP32Pb,ENSB:FlkbC0ZT5wP32Pb,26,10,20,44,30,24
ENSB:P78iUZHorGZaxPU,ENSB:P78iUZHorGZaxPU,8,11,4,8,10,12
ENSB:J-P_dNoyDEJIK66,ENSB:J-P_dNoyDEJIK66,2,2,12,14,16,16
ENSB:2-rTXbCsLqyPOv0,ENSB:2-rTXbCsLqyPOv0,0,0,0,0,0,0
ENSB:_NmhdrIFhXbMbsg,ENSB:_NmhdrIFhXbMbsg,1,1,0,1,0,0
ENSB:Oged4H1lwig96qf,ENSB:Oged4H1lwig96qf,9,6,3,10,12,4
ENSB:mn7PMQp1Ojjcs-S,ENSB:mn7PMQp1Ojjcs-S,2,0,6,2,4,1
ENSB:f7jBwuz32Wx96dj,ENSB:f7jBwuz32Wx96dj,1,4,5,2,0,3
ENSB:LT53YvsXKzN6dgd,ENSB:LT53YvsXKzN6dgd,41,44,31,47,36,32
ENSB:FXhc7NxDYb8G9lw,ENSB:FXhc7NxDYb8G9lw,5,11,10,11,11,9
ENSB:gBMXcEVg74_1R4l,ENSB:gBMXcEVg74_1R4l,0,0,0,0,2,2
ENSB:Vnf8uGImK7psxwR,ENSB:Vnf8uGImK7psxwR,0,4,2,2,0,2
ENSB:N8amnpa4bVADwDi,ENSB:N8amnpa4bVADwDi,0,0,0,0,0,0
ENSB:K6HT7Shk4bGkn_v,ENSB:K6HT7Shk4bGkn_v,0,2,0,0,0,0
ENSB:527lOZtSa36Te5r,ENSB:527lOZtSa36Te5r,0,0,0,0,0,2
ENSB:qH7Jw6ovd3ULQYW,ENSB:qH7Jw6ovd3ULQYW,2,0,0,0,0,0
ENSB:aDNav2wu6D6BYtB,ENSB:aDNav2wu6D6BYtB,0,0,0,0,0,0
ENSB:u2Xy6butNbsn1Xg,ENSB:u2Xy6butNbsn1Xg,0,0,0,0,0,0
ENSB:L-UV02EnI5GGauS,ENSB:L-UV02EnI5GGauS,2,8,4,0,4,11
ENSB:N0RmSP7bM3StA1l,ENSB:N0RmSP7bM3StA1l,17,9,20,14,18,10
ENSB:MHabtN6lvtqYDnl,ENSB:MHabtN6lvtqYDnl,90,108,94,88,60,83
ENSB:rlAFbEKeZ2alrqH,ENSB:rlAFbEKeZ2alrqH,4,0,0,0,0,4
ENSB:ooT-e6V4Dv4daYo,ENSB:ooT-e6V4Dv4daYo,1,4,0,2,4,7
ENSB:FMo0GxKszNvQNGH,ENSB:FMo0GxKszNvQNGH,5,8,9,23,23,23
ENSB:RLAqXcAInqpYsJV,ENSB:RLAqXcAInqpYsJV,30,19,29,69,46,49
ENSB:V7i13C5RsPt4q-B,ENSB:V7i13C5RsPt4q-B,88,86,92,110,127,142
ENSB:hicZeFsjxJoPwoE,ENSB:hicZeFsjxJoPwoE,41,53,15,87,119,101
ENSB:We8AXd_UD9J1tRQ,ENSB:We8AXd_UD9J1tRQ,86,97,68,84,91,75
ENSB:wmIOF0LfvDn-HkK,ENSB:wmIOF0LfvDn-HkK,10,25,6,48,38,36
ENSB:0uUrq0doQYD6OHa,ENSB:0uUrq0doQYD6OHa,419,407,437,791,717,746
ENSB:N0GAEIvOog8RCSa,ENSB:N0GAEIvOog8RCSa,217,214,249,372,321,302
ENSB:6FpojZrbgFse9g2,ENSB:6FpojZrbgFse9g2,44,37,47,47,39,30
ENSB:jwmXZLNFyeJ6n1v,ENSB:jwmXZLNFyeJ6n1v,30,26,38,29,24,24
ENSB:y5NouAtm3QplUJn,ENSB:y5NouAtm3QplUJn,29,26,31,32,19,15
ENSB:QtoC-YXL026rihi,ENSB:QtoC-YXL026rihi,2,2,0,0,2,0
ENSB:ZplOuirq6FyUzAV,ENSB:ZplOuirq6FyUzAV,94,130,54,0,2,0
ENSB:lXtp_UjESJ4TUcg,ENSB:lXtp_UjESJ4TUcg,4,0,2,2,0,1
ENSB:7ejVBIj0ziYHR_d,ENSB:7ejVBIj0ziYHR_d,4,6,0,0,0,4
